CJS Offence Code,Offence Title,Legislation,Offence Category Code,Custodial Indicator,Recordable On PNC Indicator,DVLA Code,Offence Start Date,Blocked for use,XHB Indicator,Offence Class
RP97008,Fail to keep animal under control / on a lead in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(5) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97010,Permit an animal to be tethered / graze in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(7) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97011,Fail to remove animal from a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(8) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97012,Fail to comply with constable / notice re animal / p/cycle in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(9)(a) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,04-Oct-97,N,N,S
RP97013,Fail comply with constable / notice re roller skates etc in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(9)(b) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97014,Ride / drive etc vehicle / p/cycle etc in dangerous manner in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(10) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,04-Oct-97,N,N,S
RP97015,Use vehicle / cycle no lights in dark on a road in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(11) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,04-Oct-97,N,N,S
RP97016,Drive / ride a vehicle off a Park road - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(12) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97017,Engage in activity in a Royal Park contrary to a notice / PC's requirement - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(13) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97018,Fail in the Hyde Park public speaking area to comply with PC's direction - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(14) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97019,Fail to move chair etc in public speaking area - comply with PC's direction - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(15) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97020,Fail to comply with direction of constable to leave a Park / part of Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(16) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97021,Without permission interfere with plant / fungus in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(1) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97022,Without permission entered a flower bed / shrubbery / area in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(2) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97023,Without permission used a metal / mineral detector / device a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(3) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97024,Attach an article to / climb a tree / seat / statute etc in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(4) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97025,Interfere with a notice / sign in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(5) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Feb-08,N,N,S
RP97026,Possess a thing for trade / business / sale / hire / in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,"Contrary to regulation 4(6) of the Royal Parks and Other Open Spaces Regulations 1997, section 2 of the Parks Regulation (Amendment) Act 1926 and section 2 of the Royal Parks (Trading) Act 2000.",CS,N,N,,02-Oct-97,N,N,S
RP97027,Intimate that an article / commodity / etc was available in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(7) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97028,Exhibit a notice / advert / written / pictorial matter in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(8) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97029,Play / cause to be played a musical instrument in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(9) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97030,Use an amplifier of sound / speech / images in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(10) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97031,Discharge a firearm / project a missile in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(11) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97032,Camp / erect / cause to be erected a tent / enclosure in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(12) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97033,Wash / dry a piece of clothing / linen in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(13) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97034,Collect / solicit money / gift in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(14) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97035,Made / gave a public speech / address other than in Hyde Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(15) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97036,Interfere with / remove a lifebelt / lifeline / lifesaving aid / lifesaving fixture in a Royal Park,Contrary to regulation 4(16) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,11-Jan-08,N,N,S
RP97037,"Organised / took part in an assembly, display, parade, etc in a Royal Park - Royal Parks and Other Open Spaces Reg's 97",Contrary to regulation 4(17) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Feb-08,N,N,S
RP97038,Take photo's for / in connection with business / profession in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(18) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97039,Obstruct free passage on a road / riding way / path in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(19) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97040,Fish / take eggs or injure / worry an animal / bird in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(20) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97041,Cause / permit a animal / bird in charge of to chase / worry / injure other animal in a Royal Park,Contrary to regulation 4(21) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,29-Jan-08,N,N,S
RP97042,Boat / bathe / enter fountain / lake / pond / river in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(22) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97043,Sail a model other than on excepted on ponds in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(23) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Mar-08,N,N,S
RP97044,Feed / touch a deer / pelican in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(24) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97045,Rode an animal in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(25) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97046,Cause / permit an animal to be in a bathing / boating area / in a boat - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(26) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97047,Drive / ride vehicle constructed / used for trade/ business in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(27) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,04-Oct-97,N,N,S
RP97048,Drive / ride vehicle at an excessive speed in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(28) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,04-Oct-97,N,N,S
RP97049,Tow / leave a caravan in a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 4(29) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,02-Oct-97,N,N,S
RP97050,Cause to wait / leave vehicle in unauthorised place in a Royal Park - Royal Parks and Other Open Spaces Regs 97,Contrary to regulation 4(30) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97057,Fail to immediately remove animal faeces from a Royal Park or other open space,Contrary to regulation 3(6) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,04-Oct-97,N,N,S
RP97058,Cause / permit lighting of a fire / dropping object likely to light fire - Royal Parks and Other Open Spaces Regs,Contrary to regulation 4(31) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,04-Oct-97,N,N,S
RP97059,Fail to comply with a direction to cease / not start prohibited activity in a Royal park / other open space,Contrary to regulation 3A of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,28-Mar-12,N,N,S
RR84001,Allow motor vehicle wait on road in excess of limited period - local traffic order outside Greater London,Contrary to the above local traffic order and sections 1 and 5 of the Road Traffic Regulation Act 1984 and Schedule 2 to the Road Traffic Offenders Act 1988.,CM,N,N,,02-Feb-06,N,N,S
RR84003,Contravene a local traffic order in Greater London - non vehicle traffic,Contrary to the above Local Traffic Order and section 8(1) of the Road Traffic Regulation Act 1984 and Schedule 2 to the Road Traffic Offenders Act 1988.,CM,N,N,,20-Mar-07,N,N,S
RR84005,Exceeding temporary speed restriction made by Highway Authority on road (horse drawn vehicle),,CS,N,Y,,01-Jan-84,N,Y,S
TH68081,Going equipped for burglary,Contrary to section 25 of the Theft Act 1968.,CE,Y,Y,,13-Mar-15,N,N,3
TH68136,Retain a wrongful credit,Contrary to section 24A(1) and (6) of the Theft Act 1968.,CE,Y,Y,,12-Mar-15,N,N,3
TH68141,Aggravated vehicle taking - ( initial taker ) and dangerous driving,Contrary to section 12A of the Theft Act 1968.,CE,Y,Y,UT50,13-Mar-15,N,N,3
TH68142,Aggravated vehicle taking - ( initial taker ) and injury caused by accident,Contrary to section 12A of the Theft Act 1968.,CE,Y,Y,UT50,13-Mar-15,N,N,3
TH68143,Aggravated vehicle taking - ( initial taker ) and property damage &#163;5000 or over,Contrary to section 12A of the Theft Act 1968.,CE,Y,Y,UT50,14-Mar-15,N,N,3
TH68144,Aggravated vehicle taking - (initial taker) and property damage under &#163;5000,Contrary to section 12A of the Theft Act 1968.,CE,Y,Y,UT50,15-Mar-15,N,N,3
TH68145,Aggravated vehicle taking - ( initial taker ) and vehicle damage of &#163;5000 or over,Contrary to section 12A of the Theft Act 1968.,CE,Y,Y,UT50,12-Mar-15,N,N,3
TH68146,Aggravated vehicle taking - (initial taker) and vehicle damage under &#163;5000,Contrary to section 12A of the Theft Act 1968.,CE,Y,Y,UT50,15-Mar-15,N,N,3
TH68147,Aggravated vehicle taking - ( driver did not take ) and dangerous driving,Contrary to section 12A of the Theft Act 1968.,CE,Y,Y,UT50,13-Mar-15,N,N,3
TH68148,Aggravated vehicle taking - ( driver did not take ) and injury caused by accident,Contrary to section 12A of the Theft Act 1968.,CE,Y,Y,UT50,13-Mar-15,N,N,3
TH68149,Aggravated vehicle taking - ( driver did not take ) and property damage &#163;5000 or over,Contrary to section 12A of the Theft Act 1968.,CE,Y,Y,UT50,14-Mar-15,N,N,3
TH68150,Aggravated vehicle taking - (driver did not take) and property damage under &#163;5000,Contrary to section 12A of the Theft Act 1968.,CE,Y,Y,UT50,17-Mar-15,N,N,3
